placeid,lat,lon,drogerie
ChIJZwQLkR0wCkcRLQE2Z_42oQQ,50.3570006,13.7965718,other
ChIJPSyWXbZOCkcRCB4abSBW0Vg,50.1069666,13.7402712,other
ChIJO03JHqwhCkcRX8LfqvHuOTQ,50.4952464,13.6613475,other
ChIJk45paCaVC0cRa3VxCYNcW_Q,50.1023274,14.4030951,other
ChIJ52abgv_dC0cRbdfYqjP8kLE,50.3545695,14.481116,dm
ChIJVWdlZ-2UC0cR7BfL_GoVjL0,50.0808006,14.424676,dm
ChIJz5Db14WUC0cRMUUtq2wIAys,50.0732413,14.4405725,dm
ChIJz_kfZJWUC0cRMRQoFkINfn8,50.0895663,14.4340421,dm
ChIJN3Gf-b-UC0cR0A_i3FUuu5o,50.0904949,14.4321852,other
ChIJvRx9ZVSTC0cRYpAttiJ-dYs,50.1024277,14.4737121,other
ChIJVUDOeOyUC0cRdE5_Y_huAto,50.0857362,14.425446,dm
ChIJM4qpMV_tC0cR5JXRygHUAu0,50.1082213,14.5838262,dm
ChIJOetx3fjdC0cR_EXyqAnTbeI,50.350886,14.4778627,other
ChIJQxBjEJfoC0cRvRQDkpGdx-M,50.2564448,14.5142361,other
ChIJYe_70PO3C0cRMEb1jC0WpKY,50.1336457,14.1216282,other
ChIJo-giENy3C0cRgCZjwKi-jj8,50.146185,14.1027464,dm
ChIJBewANHN_CUcREOzl8Yg_Vgs,50.534556,14.1311594,other
ChIJk8RLbcWUC0cRfyRr489D6U8,50.1001079,14.4249664,dm
ChIJbf8PkL_lC0cRpzvgPh5a5P8,50.2818292,14.592563,other
ChIJhfveuF6TC0cRCkfNbi3DVYI,50.0899986,14.4668344,other
ChIJLzvQvNu3C0cRKw08vgF7t30,50.1457877,14.1003973,other
ChIJJe-m9QvXC0cR_Fw8wBSaUjY,50.423836,14.246123,dm
ChIJpy-vlfjdC0cRIrKUo_K7Qyc,50.3509304,14.4785803,other
ChIJddRC6-qUC0cRt1F9jO-UhxQ,50.0890548,14.4289442,dm
ChIJuSL-QJfoC0cRITdAmhw46wM,50.2571865,14.5136363,dm
ChIJi2yi9lDeC0cR-UpyZ6P7XcI,50.393986,14.454188,other
ChIJN-ZbN7N_CUcRtXrPioxh4ys,50.5113394,14.1484211,other
ChIJObQ4xQrUC0cRSEowk6xj5EE,50.4037936,14.1246284,other
ChIJfz9RW9q3C0cRlcddeOFV0Bk,50.1457281,14.0966473,other
ChIJmb8rL3N_CUcRxwXuMq7uc3o,50.5353543,14.1312665,dm
ChIJxdWlcaZ_CUcR1Rs2TaPOwUE,50.522139,14.137532,dm
ChIJOZ3NTBLeC0cRB5R4z9NPzlc,50.3723176,14.4664739,other
ChIJD-CdI_ndC0cROBt1Obo07Io,50.3515557,14.4760176,other
ChIJS5Iko7GUC0cR-UNL03N8uvM,50.1020271,14.4498405,other
ChIJdVJ2UOyUC0cRJ_44lCYQjlo,50.0797024,14.4298927,other
ChIJuU6ff7rxC0cR52M75UQJ3O4,50.195583,14.674924,other
ChIJkzssJltUCUcREVSjIKGBw4Y,50.435983,14.9116873,dm
ChIJjdxS5TSTC0cRPn5RjtRBfes,50.1000292,14.4994897,other
ChIJfSawQHL5C0cRsDrDxu6tXiU,50.2801811,14.8224669,other
ChIJh1k1g7xVCUcRPGbOdDEtyPA,50.4123132,14.9114342,other
ChIJHccHwI_sC0cRQq3EHTFMiJg,50.1350535,14.5012747,dm
ChIJl8-xhgzeC0cRz__mgqSmuAY,50.3654237,14.4614001,other
ChIJ0Yp5EbVVCUcRwZ6LgZ_0xlw,50.4204687,14.9154289,dm
ChIJN6gD4Q1VCUcRoS6JzGga4Xk,50.4079639,14.9395255,dm
ChIJPZRt6ZSSC0cRQjK5KixbrBc,50.0725749,14.542471,dm
ChIJlbMJIXTXC0cRWToRmZo-aEA,50.4237536,14.2586214,other
ChIJC70VN3TXC0cRV1XGMlxmegs,50.4243592,14.2583056,other
ChIJ5dZ_L6FVCUcRS2vKtKowc3o,50.4105456,14.923733,other
ChIJOYtQ2-yUC0cR29GLDF2Qeqs,50.0834574,14.4273142,dm
ChIJIRMeInPXC0cROfB6WmqPdUk,50.4206868,14.2520383,other
ChIJec5For7sC0cRIH3DHEJFnTs,50.1200314,14.4987097,dm
ChIJg2n-wMeUC0cRmsBevfANhSg,50.0990888,14.4343268,dm
ChIJf1qRCUQqCkcRRLvL7a0l69w,50.4760727,13.9921978,other
ChIJt0SwF_mUC0cRTbdGFcqpKzM,50.075994,14.4041779,dm
ChIJZS2rtmzqC0cR8lIDfCjI8kk,50.1765691,14.4094277,other
ChIJ6TKdsbOUC0cRgvu5Dv1nb3g,50.1053601,14.4501006,dm
ChIJpRNYKk2TC0cRiE1Iz7LNOGQ,50.1037617,14.4906436,other
ChIJvToQ_WGTC0cRWSWKUcJMZEE,50.0822371,14.4569614,other
ChIJB3ik2CCVC0cRiVx3oWVf80U,50.0980602,14.4029276,other
ChIJYT1NcO2UC0cRfhygbmDWBUg,50.0811627,14.4246445,other
ChIJtQy2ghGTC0cRMBlI3gzBgPE,50.0746612,14.4905261,dm
ChIJ3dvpdC_tC0cRC8_w36pRvpA,50.1066188,14.5393224,other
ChIJc3E4gr6UC0cRL4QXpgezYkA,50.0917453,14.4402963,dm
ChIJRb91z4jDC0cRQP3FnhAfs6A,50.2400885,14.3107438,other
ChIJY9gBso6UC0cRy5Mto9KzaCE,50.0746649,14.4320031,dm
ChIJhdxS5TSTC0cRG2_xX039gXc,50.1003916,14.5004227,other
ChIJrzBF6XOVC0cR29hf1d2t3Yc,50.0839426,14.3639053,dm
ChIJW3RZmWOTC0cR_Yaxlxjt-Ts,50.0788336,14.4611146,dm
ChIJ9XOQxlxSCUcRyycvh8QlfY8,50.5222659,14.9751612,other
ChIJ-bWZhHyVC0cRqRy5RqSPitA,50.0879808,14.3493623,dm
ChIJ8druXSrtC0cRsK6VP6RoC28,50.1017615,14.5280287,other
ChIJZyboxmrFC0cRxANQryEgf5Y,50.2813933,14.2358763,other
ChIJ6Y0Tn_K3C0cRgkn_MXr51KM,50.1311672,14.1162055,dm
ChIJ_zJpBIu3C0cRPrgOdT16txs,50.1269546,14.1240621,dm
ChIJf50dfkLzC0cRmneRo6dIXU4,50.0996266,14.6831899,other
ChIJsVeKH_ndC0cRBiutDOEPhKg,50.3513139,14.4766445,other
ChIJqzCfveKSC0cRBHnQTRNifwU,50.0707606,14.5109137,dm
ChIJh_HzC-yUC0cRplkOBB-szq8,50.0855508,14.4233702,other
ChIJBRDcJi5-CUcRUhhjlWFTwvY,50.4935169,14.1498755,other
ChIJ22ODs6zxC0cRkd8_6cMiPKI,50.2040632,14.6894836,other
ChIJ0WvQYLN_CUcRQV1yEvEyy4A,50.5101953,14.1464924,other
ChIJ_xx3EbVVCUcRlAzcy0kyRiM,50.42687,14.9096289,other
ChIJpaTtSYjDC0cRC8p7RJOjoDI,50.2402256,14.3061838,other
ChIJrZaKLMt_CUcRKkGfUVO78ow,50.5019203,14.1441779,other
ChIJcXve5bGUC0cRM0RgHCqLn6g,50.1024552,14.4523355,other
ChIJN-ZbN7N_CUcR_GitHOg_p7k,50.5113208,14.1483394,other
ChIJc_W8fsaUC0cR4nI9R87HutA,50.0985392,14.4291906,other
ChIJ_UeqDW5_CUcRqytHu2cwNbM,50.5399765,14.1261535,other
ChIJtT0BPr_3C0cRL9XYM94kNTM,50.201541,14.842642,other
ChIJXQxjwXKTC0cRK6cNnVG0WW0,50.0719227,14.479391,other
ChIJVxgz5FrtC0cRegIXmdq-YoA,50.1055563,14.5745138,other
ChIJCePXliCVC0cR2xVOiEIkqug,50.097207,14.405918,other
ChIJN9oD-VPTC0cROtFcdgpHlXU,50.4062779,14.0433555,other
ChIJ60WxMmqACUcRGvC-Wof2p0E,50.5132438,14.0552115,other
ChIJZw0UdmmACUcRw-NBNZNL794,50.5134794,14.0530899,other
ChIJ0QgR-y22C0cRHtmeEhatifs,50.145943,14.0731306,other
ChIJ925pn4KUC0cREcI9e7DJbC4,50.0755029,14.4531748,other
ChIJg_LAsr7xC0cRmvTgOi9w4w4,50.1911308,14.6681964,other
ChIJXcBXQ9XBC0cRGdrepgJ07sc,50.1608172,14.3794367,other
ChIJKS-K5U7JC0cRpKJDctfJ85M,50.2312849,14.0843559,other
ChIJBbl4LcWUC0cR88jx9gICvps,50.0997996,14.422389,other
ChIJXeiEJNnqC0cRWcYU3US2oAw,50.1276201,14.4182686,dm
ChIJ0xKavKSUC0cR4UsJua7WsFM,50.0938093,14.4497805,other
ChIJu93EWBy4C0cRx76oLuG5BdE,50.1374845,14.1380164,other
ChIJ8wm9R1nNC0cRLRHu_FW9QNs,50.326876,14.0171117,other
ChIJ21El1UHrC0cR9k4LXlyjZLk,50.1289017,14.4557733,other
ChIJl9i9gclKCkcRlkDJgHUCVOQ,50.1534872,13.9009514,other
ChIJHbyDxQx_CUcRLukftgT_Xe4,50.5344245,14.1325432,other
ChIJwQyDfl2TC0cRn8UiX2oLcDQ,50.0854199,14.4701018,other
ChIJh4YhK0_JC0cRSXcD9pmkr8A,50.2302641,14.0862117,other
ChIJQ3JWqEbrC0cR4to5MuVRwIE,50.1232095,14.4561833,other
ChIJtUln0U7JC0cRD5HTLDMHGu4,50.2308291,14.0861215,other
ChIJd1CX_k7JC0cRqSlzhAOgcOk,50.2310116,14.0832962,other
ChIJfznmDLOUC0cRoI1caHcjhWQ,50.1065054,14.4496798,other
ChIJBQTaUMiUC0cRXiCaiEb_jCo,50.1022331,14.4349993,other
ChIJV3iC3y7tC0cRthPFJJodj_E,50.1057699,14.536966,other
ChIJGaY6HqT2C0cRf8o8x2XKUrQ,50.1591483,14.7539167,other
ChIJA_YZbFSTC0cRWGEOqz0EAeg,50.1021387,14.4734573,other
ChIJhbRnFCntC0cRXgwB3GKIDds,50.1049835,14.5328545,other
ChIJk9rqfSSVC0cREI3xETvCHLQ,50.1001666,14.3967346,other
ChIJPyBlfiSVC0cR9Mb2vh029ek,50.1000396,14.3967508,other
ChIJx_4FJ4aUC0cRyahhwVtP6Xs,50.071893,14.437055,other
ChIJGwcOmOmUC0cR_ux-7UL9uFU,50.089255,14.4221225,other
ChIJBe7220JSCUcROBck-De-0HU,50.5238366,14.9735034,other
ChIJYSfP6Z6UC0cRMPuNTJyOHUo,50.0840694,14.4524804,other
ChIJcQuNZltSCUcR-fQIIyLXgUw,50.5200691,14.9751667,other
ChIJFa2PjNu3C0cRLLpNdM7dyYI,50.145846,14.1010406,other
ChIJMctakqBQCUcRhPeTm_XwJ-4,50.502918,14.8004568,other
ChIJSeRd0qiVC0cRT-FcTFFnaag,50.0705232,14.380393,other
ChIJL_bqFaFQCUcRVfkXg9aR_c0,50.502056,14.803648,other
ChIJo-oNLA1_CUcRkv4HpjuSHq4,50.5357592,14.132673,other
ChIJFYg4p-jJC0cRjKANsoApgyY,50.1685593,14.0560957,other
ChIJ7XXH-ObrC0cRGZZyKIOuGzA,50.1807538,14.4834445,other
ChIJcbQ9zZLxC0cR5pp6mSgT31g,50.1789478,14.6553789,other
ChIJxUSxDJ5WCUcRYMnCLuSacmo,50.447922,14.886924,other
ChIJOXVKn2OTC0cRitrBsXihAao,50.0788426,14.4608132,other
ChIJjY0jA2OTC0cRtE9b-t3GcyQ,50.0781947,14.458791,other
ChIJIcbsaL7sC0cRJsBWke7-5ZM,50.1213853,14.5010867,other
ChIJ2SsaoKm_C0cRol__EKx4Ojo,50.0934911,14.2904757,dm
ChIJ3YrwfAy1C0cRKxrNPT8mnuw,50.1466309,13.9554351,other
ChIJTRxcfwu1C0cRcnrBsm8H1kc,50.14663,13.956486,other
ChIJVY9r3SWVC0cRvRJW0o64teo,50.1030141,14.401083,other
ChIJbby13N8KDEcRoFgJLxNOE58,50.0758906,14.8638374,other
ChIJl8dYkd4KDEcRmw8oLzWV0ds,50.0736611,14.8589604,other
ChIJs_P6kt4KDEcRQS2ms8e-XzY,50.0736311,14.8592551,other
ChIJFUEVc63zC0cRDgncYVbFu2g,50.1327846,14.6633647,other
ChIJm9sp9N4KDEcRERk2QpBECLs,50.073612,14.859427,other
ChIJNd7CCb0ODEcRJ0WcmrCJt_c,50.1366569,14.985415,other
ChIJHw-VOILDC0cRG75KLBF1duo,50.2497358,14.3182411,other
ChIJ9ZhFFjCVC0cRUTWlwuMtI1U,50.1064246,14.3950168,other
ChIJy2FUVCjtC0cRuMUaQh3q0K4,50.1064019,14.5318768,other
ChIJYb4AzB74C0cRqPYtKcJtHTk,50.2285765,14.86467,other
ChIJwQyDfl2TC0cRF6DyB44XFtI,50.0853797,14.4701177,other
ChIJpUIEFhCVC0cRsN9Ty4a2hBs,50.0865746,14.3840803,other
ChIJ371QtqHzC0cRml2A5FJjUIY,50.1240467,14.6830798,other
ChIJHxjEVHmTC0cRCJC55xkSpA8,50.0707484,14.4583722,other
ChIJKbXgh-S3C0cR4Z7VL5H0tng,50.1443196,14.1193738,other
ChIJ0yYMndu3C0cR8rNV2k4vW5w,50.1447994,14.1000577,other
ChIJIdFHnPO3C0cRZsBCjixnjnc,50.1316458,14.1224269,other
ChIJ1TD2E0XKC0cRdcn2OEfBI54,50.1942461,14.0043992,other
ChIJGetJ-HzqC0cRnphSQ7AI9cw,50.1612956,14.3920016,other
ChIJfbK_TlyACUcRtkUNl3y1QDw,50.5201799,14.0453915,other
ChIJvV-zdmmACUcRiI2UMLe6aSc,50.5132401,14.0530169,other
ChIJ5WeToElUCUcRYmG2effoCGI,50.4348183,14.9151812,dm
ChIJ5c_Rj7BVCUcR6WV-HQUqEo4,50.4185012,14.9130331,dm
ChIJTyIa6Ny3C0cRszs5lUJaUZI,50.143066,14.102934,dm
ChIJ1V3lzRzrC0cReCnSiyxWFj4,50.1419806,14.4341431,other
ChIJ6e25Q5XxC0cRN-ZW4UtT7xc,50.1860431,14.6606026,other
ChIJmzU2mBIPDEcRB_14TYx7Qds,50.1800945,15.0254777,other
ChIJC_KEIInsC0cRUii-u96kn64,50.1395794,14.5054802,other
ChIJ62PbbI_sC0cR0gsj8_0Ol4k,50.137108,14.502219,dm
ChIJr8Md_mz5C0cRQvTHPNJf_I8,50.2838788,14.8266523,other
ChIJB-u0PaT2C0cR6g-l_En4drE,50.1599988,14.7538547,other
ChIJleDLinYPDEcRhyFXabKsU3E,50.1859519,15.040809,other
ChIJJYJtXHYPDEcR7lB8syMlynY,50.1860772,15.0414227,other
ChIJzTiWIuENc0ER7jLqSojTpQ0,50.1846901,15.0413744,other
ChIJAcQSHPTcv0cRgQAGnMHrZYY,49.963352,6.522739,dm
ChIJn-tdc_l7lUcRhmqqaGJs9x4,49.7397902,6.6950056,other
ChIJSWPCuZt8lUcR9zq53KHKztk,49.7537501,6.6394452,dm
ChIJD9cIZJB8lUcRYmk60e8W2Tk,49.7577217,6.6420487,dm
ChIJr5JBbe_cv0cRSm1Qcl1xR-Q,49.972613,6.51938,other
ChIJf-0Q95l8lUcRQjVTwQtnYyY,49.7560048,6.6381327,dm
ChIJB4sS2BVllUcR_Tj45RP_QqI,49.69458,6.5655127,dm
ChIJN2K0-nx7lUcR6NYEJ7qHhng,49.743227,6.643901,dm
ChIJ-ZiiPKR8lUcRdJaXRBKyyZM,49.753124,6.623055,dm
ChIJUT1peYlhlUcRzCegMU-HUMA,49.8098113,6.5147293,dm
ChIJ_5l9AR9-lUcRAz6Q40zMezw,49.8211378,6.7408668,dm
ChIJIevSSFl8lUcRbim5XWzYALw,49.771404,6.665414,dm
ChIJD2h1ZJp8lUcRCNGsuj8tluU,49.75597,6.6408001,other
ChIJsyKL9J4yvkcReQr4c0RhGVc,49.98148,6.89362,dm
ChIJgws4vJgyvkcRzaAWdJ_xDvM,49.9858161,6.8907906,other
ChIJIfNXcNLdv0cRswkgR6PdP94,49.92932,6.49125,dm
ChIJQVUdDozfv0cRcf1g3EX1QZ0,49.8449968,6.4558522,other
ChIJBSaZW6Z8lUcRbaZxyomTh6w,49.7512,6.62059,other
ChIJAYRO4hRllUcR23fSf4eKjzU,49.6911911,6.5628546,dm
ChIJB-jyRmxulUcRMV1Ai8hKcYA,49.6026241,6.5411354,dm
ChIJ-8Lef9vhv0cRC77OU2vyJGk,49.85244,6.35792,other
ChIJx3N7RZH9v0cRv3FK2CUWhHQ,49.8699945,6.1616894,other
ChIJeyc1MytklUcRJaRutspuE9A,49.7135344,6.5001498,other
ChIJqw26eMdVlUcR2TWJf1-Fe6U,49.8305122,6.0962014,other
ChIJ8YFCMypmlUcRXUN--1ylPzg,49.6782129,6.4427746,other
ChIJJ_6o0GNRlUcRjt2ReXHzFhg,49.7499751,6.1071915,other
ChIJ84hT9v5OlUcROTjh_UW3iLo,49.6484912,6.1278452,other
ChIJXWJlbNFIlUcRtuZn7cpMldA,49.6046145,6.1298002,other
ChIJK5lQOdBIlUcRDh8f9MPY_9k,49.6020844,6.1322701,other
ChIJu4SWv8VIlUcRxs-lZCXNTSE,49.598798,6.1373316,other
ChIJvSqX7Jt8lUcR9QvTWSIVx3I,49.7527452,6.6387364,other
ChIJ5ZVXfybvvUcRPaNHEV6IXO0,49.981255,7.939134,dm
ChIJoRDLFf4OvkcRG9em9lDpfUs,49.98175,7.53724,dm
ChIJDSzpkUvxlUcRijJQfq_9q6k,49.701891,7.3232738,other
ChIJYwMbjajwvUcR1gXLBkbeApI,49.8435501,7.8595613,other
ChIJBb72DqkTvkcRvKUbkTNYHwY,50.0655216,7.4434979,dm
ChIJ51odg5vvvUcR-7DBoplLbbs,49.948869,7.902906,dm
ChIJ4TV1UKL2lUcRaUjMCZjHYiA,49.723564,7.317807,dm
ChIJCzcpumXsvUcRf3fxjE3Eb8I,49.97352,8.03745,dm
ChIJkw3BrnPsvUcRpqiQMhKs8dE,49.981079,8.027588,dm
ChIJybbAE2PvvUcRGysggSSIPw8,49.96794,7.8949301,other
ChIJSYRCvqjwvUcR9eUAs18Kv08,49.8437496,7.8606025,other
ChIJncBuz8bwvUcRkz-5ntm0XQU,49.8481493,7.8895774,dm
ChIJn__gG-o7vkcRCeMfq2JbVxE,50.028901,7.157143,dm
ChIJcdXxwcjuvUcRRRRkPcZqRiI,49.98358,7.96799,other
ChIJI7nRAlInvkcRLJrUNDRbhf0,49.809829,7.1209265,other
ChIJJWLJuN0alkcRYGPnlrLTY5E,49.625334,7.818303,dm
ChIJF2OOIPaJvUcRq_VWVpts7ig,49.7472198,8.1394946,dm
ChIJXVuPJNJOc0ERtYovEsqrqmY,49.849982,8.120638,dm
ChIJvwHuBEeNlUcR4nPYxNBGgSQ,49.650868,7.172818,dm
ChIJJyL8KTquDEERLw5017CmD1w,49.660649,8.021172,dm
ChIJGSngxB2KvUcRS0rqHGXxH8g,49.74778,8.136947,dm
ChIJYwMbjajwvUcR4NLy_M9fbbg,49.84376,7.85939,other
ChIJ72WGS4_svUcRY5xNKtBYztA,49.9748198,8.0553572,other
ChIJ2fmoaI_svUcRCiv90ahE4fo,49.9749921,8.0569636,other
ChIJK2mHYdTqvUcRD450frfO-jc,50.02764,8.11263,other
ChIJpastPOIMvUcRnKJFzI_0Re4,50.0499575,8.6987419,other
ChIJweliw2RwvUcRe1zYvcODHh8,49.870744,8.654621,dm
ChIJHTOPmntwvUcR7yPZt3OPp6U,49.871897,8.650774,dm
ChIJ5ZVachuXvUcRVd_0sadyRq8,49.9996313,8.2724584,other
ChIJW_YhCOB0vUcRaCykIMW1HtU,50.010089,8.583637,dm
ChIJp0sk0H8slkcRv3gLwGlv_50,49.6323684,8.3645344,other
ChIJZ8UxNH4slkcRSSEPIotebvI,49.63183,8.36327,dm
ChIJpfBXoOKWvUcRy28OOWDC4yw,50.000943,8.265142,dm
ChIJ35YGMNRwvUcR9SVld3igCj8,49.901295,8.608507,dm
ChIJQabz9oZ6vUcR9qD0P7s2RYk,49.852768,8.64463,dm
ChIJf0YEIn13vUcRT8AeHD_Gs7g,49.869979,8.552445,dm
ChIJzb70ovxHvUcRmsVes87od9c,49.9781824,9.1504622,other
ChIJTVAAdspzvUcRIR5X7lgihTw,49.962133,8.669875,dm
ChIJ6QXN-ouEvUcRo66o9_91t-A,49.84549,8.35602,dm
ChIJrYWi64wUvUcR9PFwV35NOyI,50.042927,8.883594,dm
ChIJQcNig2VpvUcRc54vakMcsbM,49.9168524,8.8538973,other
ChIJaXtkasNyvUcR0NS8D-9JW4U,50.00524,8.70268,dm
ChIJa7jeLPRsvUcRDRFipYShqyg,49.9755672,8.8023212,dm
ChIJ4wFWrs5wvUcRTo9KjK_RY1Q,49.8923867,8.6064056,dm
ChIJXfGY3g9HvUcR3fr1mYkXgJY,49.963101,9.084931,dm
ChIJRbh0GuzXl0cRReZfTeGeumY,49.681649,8.6219926,other
ChIJk6k7uORHvUcRvUeXtr4U_BA,49.9762989,9.1478755,other
ChIJveDAi9povUcR5n472FQ__-E,49.880609,8.820719,dm
ChIJtWTSp9MSvUcR57lEsVQR9YQ,50.018047,8.78833,dm
ChIJM1QAfcyYvUcRcy2Y8fEQNSU,50.016501,8.423854,dm
ChIJ0Yur5ZpCvUcR441XTMS94aw,49.869584,8.920983,dm
ChIJtYDg-DZmvUcRqifuD7hvL-o,49.829445,8.834408,dm
ChIJ0QsaDM0SvUcRTld0Gdn2vfo,50.01804,8.7823,other
ChIJ0QsaDM0SvUcRMIN4cb9IZj0,50.0178008,8.7834131,other
ChIJiQKJnsievUcRzz3SFsec0qU,49.984047,8.430174,dm
ChIJKR8Hef2VvUcRmSkAtUIZ7Zs,50.048711,8.226938,dm
ChIJ__5V8757vUcR9VJxDTyoQSQ,49.8057351,8.6065999,dm
ChIJ-417mYgVvUcRKiuSIGuBPtY,50.0383403,8.9600612,dm
ChIJJcyoRP2avUcRAVfumGFiGOc,49.9150874,8.3418392,other
ChIJbWSVwaQVvUcR198Hi6qY7Lw,50.05494,8.93329,other
ChIJKya8ZByXvUcRoXJtCUqIUTg,49.998859,8.270371,dm
ChIJJbydGH-dvUcR4RhTh2suuo0,49.913121,8.495484,dm
ChIJDyxlVew5vUcRPDytFwPqrGg,50.057777,9.1580221,dm
ChIJxfpxoshBvUcR4ByTsf3Ldbs,49.95115,8.9568,dm
ChIJhc6XJ3vil0cRQ669ElboO3c,49.6601,8.990446,dm
ChIJES_Jee-RvUcRXTamVtPg4io,49.903367,8.201547,other
ChIJuVTQZgp4vUcRXUiroJmWBJs,49.85483,8.48746,dm
ChIJSesEDf98vUcRPnr-c4HZXRg,49.7439605,8.6091113,dm
ChIJRbgMYdROc0ERNwq38G_vInM,49.851682,8.5553687,dm
ChIJae2IlRyXvUcRmtvkm6PzWOY,50.000621,8.270467,dm
ChIJd05qnFCYvUcR3J7oAFlxIjQ,50.015581,8.365845,dm
ChIJFa5qe-SVvUcRs5fnlwU0Nb8,50.0431897,8.2173094,dm
ChIJqVDfSoMrlkcR_z_UdRra8mM,49.64464,8.3633741,other
ChIJZUdGSXpbvUcR0RmqK5bUxQk,49.79902,9.00282,dm
ChIJG2X9GfpHvUcRtinj8-r7AHc,49.981955,9.14704,dm
ChIJZZ3ISB2XvUcRgbGP5ZGkLYE,50.0016381,8.266818,other
ChIJ_5noW2qgvUcR-4SDd83QErE,50.0590054,8.5216087,dm
ChIJzb70ovxHvUcR1xn_sXsxZuY,49.9778824,9.1515621,other
ChIJ8zJe1VK9vUcRyVnjBtn_wwI,50.057082,8.33478,dm
ChIJlSu2FVnWl0cRp_dTpGmKPv0,49.662685,8.558652,dm
ChIJQzog8MlPvUcRFrk7ifYhqEw,49.841227,9.157872,dm
ChIJs9nXAHtbvUcRAUrtNT4tnEI,49.7997494,9.0009144,other
ChIJ2Q6U5Kc4vUcRJqYz-cueCC8,49.994394,9.069187,dm
ChIJmd1wc4xGvUcRBcm3o0DKE8A,49.927118,9.079494,dm
ChIJi3T52ItGvUcR5GPNrpvcQAs,49.926421,9.0824345,other
ChIJ8VOyQ2pIvUcRNJyHPjOU22E,49.961334,9.175825,dm
ChIJLz7U0mSyDEERk37bZlxjTdM,49.71302,8.83986,other
ChIJq34dWwjfl0cRCB2v2QZmu9g,49.656128,8.786687,dm
ChIJm0a1dEs2vUcRvSA7aWV55to,50.006246,9.221404,dm
ChIJqa2d6-GTvUcRnZGhwnVGFpU,49.9596239,8.1994736,other
ChIJB1UmbMI3vUcRxJ5RfbmH7CI,49.9978589,9.1910184,dm
ChIJERsIo7ZRvUcR0mCt2M8o9-8,49.79666,9.15754,other
ChIJHYjwoeKWvUcRyVFP4sVgPTQ,50.0010636,8.2650519,dm
ChIJzTSaQ7jTl0cRxO1Ss5jo_aQ,49.59692,8.48212,other
ChIJJwwFq85RvUcR-dWlfx5koMI,49.8059237,9.1602917,dm
ChIJERsIo7ZRvUcRQB0V2HEdZTk,49.79666,9.15754,other
ChIJXfARCGEslkcRChO8IRwUaGg,49.61827,8.356761,dm
ChIJv0zHqoSWvUcRwIhHJMgHafs,50.005516,8.220984,dm
ChIJWQf16rBzvUcRcwq5Sbmsdmw,49.96949,8.6654,other
ChIJH8Gv-GdUvUcRn8GrXFMvX_M,49.713838,9.21638,dm
ChIJOQpZrzjal0cR7PdzBC2I_Cc,49.593529,8.64713,dm
ChIJ3yW4kAVzvUcRG9tzkBb_HM4,49.9898821,8.6714918,other
ChIJO7iOdxtzvUcRYeQt3XDMGY4,49.9952367,8.6771894,dm
ChIJqcoilTFtvUcRF24MhEKHXcI,50.0096773,8.7799154,other
ChIJv4Q1_BdpvUcRKdARmC1G7xs,49.8981996,8.8393713,other
ChIJE6YxjRdpvUcReTn2t5K52bw,49.8982192,8.8408419,other
ChIJQ-SuJDdmvUcRr9D1hnjiAZI,49.8302423,8.8334123,other
ChIJKybO5bsTvUcRnzi29HxgkQQ,50.06844,8.83213,other
ChIJ7X6iyaJ8vUcRiP2ztVTL4TM,49.76874,8.64273,other
ChIJNcqdT7KhvUcRHn7I1d_3PWM,50.06665,8.49109,other
ChIJC2EuWOJ8vUcRJI6zB8fXtIY,49.7408482,8.6226901,other
ChIJd0_0UWXWl0cRy8bFChlFD3M,49.6720495,8.5463574,other
ChIJU6-6c5ebvUcRq0pN4rF_fq8,49.93314,8.38015,other
ChIJYxuULQp_vUcRFB1ZJayvVUs,49.75155,8.4845,other
ChIJJ6cA7vpHvUcRIb6WsKhTpNw,49.97919,9.14565,other
ChIJaS0WtSGFvUcRAhrWth7H5g8,49.8651245,8.3264648,other
ChIJlbNoZ5TXl0cRU3u1JBA8NEU,49.67466,8.61694,dm
ChIJIYmRrepyvUcR79nUEcKtKhE,49.99986,8.71222,other
ChIJeezTiAPfl0cR79lYejfKCzs,49.64973,8.77849,other
ChIJz2mq0mRwvUcRsacw56OA1Pc,49.8705109,8.6550528,other
ChIJC87FH-OWvUcRPEM-OcwD1Zw,50.0008857,8.2639347,other
ChIJ9eLqDIVsvUcRGW4lwUV-wAE,49.9791899,8.8267398,other
ChIJV_lGKcXZl0cRVtjG07N9DGA,49.6426592,8.6417233,other
ChIJgSFIgtZyvUcR0_JPfbu8BDo,50.0171,8.6954,other
ChIJ5yEVDPrWl0cRXbHDey2Ki1o,49.6546233,8.5672145,other
ChIJJ69DJcXZl0cRJxGN182Qjxw,49.642919,8.6422779,other
ChIJE2hwJfxJvUcRInlnI3UvJ_M,49.97561,9.25496,other
ChIJFeY2h_wMvUcRkYg_VtdCPKE,50.0557995,8.6972894,other
ChIJu3Lj8w--vUcRGEKkw0tay6I,50.0678479,8.2207612,other
ChIJ1TZfdJOVvUcRaVhjfLGgb60,50.04449,8.19655,other
ChIJ6VEZ8JudvUcRpi7JVoMvKDk,49.919877,8.4846992,other
ChIJx_ZGVheXvUcRr0vuyGd-AqU,49.99585,8.27711,other
ChIJAfVO9xyXvUcRhYzhNJJswN4,49.99973,8.26919,other
